Time(sec),PM,AM,AL,PL,GON,GRFz
1.806670,14.528429,15.605992,12.029920,9.730784,60.561880,0.000769,
1.815003,14.162941,13.842215,11.083036,7.990032,58.497279,0.000014,
1.823337,12.718970,12.351737,11.233903,6.660490,55.077385,0.000577,
1.831670,11.405072,11.278400,11.770587,5.816773,52.426561,0.000958,
1.840003,11.581983,10.559305,11.627584,5.275306,51.815174,-0.000369,
1.848337,11.483686,10.078085,11.287738,4.762682,50.182930,-0.000979,
1.856670,10.492800,9.721785,11.242285,4.265446,46.365826,-0.000117,
1.865003,10.017192,9.505350,11.537865,4.125979,42.522648,0.000150,
1.873337,9.817142,10.156546,11.819040,4.667091,39.328836,-0.000037,
1.881670,9.071123,12.394435,11.747491,6.081149,36.497989,-0.000026,
1.890003,7.310394,16.316341,11.309794,8.323134,33.344097,0.000019,
1.898337,5.654671,20.544205,10.881127,10.812122,30.496872,-0.000002,
1.906670,5.590543,23.245263,10.941567,12.769196,28.842204,-0.000045,
1.915003,5.680243,24.827632,11.375048,14.113156,26.482200,0.000040,
1.923337,5.308172,26.454327,12.010714,15.466750,22.627325,0.000134,
1.931670,6.643455,29.734266,12.818201,18.460092,19.788968,-0.000400,
1.940003,9.220000,35.320000,13.480000,23.330000,18.044000,-0.001000,
1.948337,10.608402,43.078916,13.518186,29.242499,15.490218,-0.000528,
1.956670,10.645843,53.152626,12.882209,36.235315,11.976331,0.000168,
1.965003,9.089407,63.621451,13.696690,43.756797,8.686002,0.000190,
1.973337,4.917922,69.594637,20.897159,50.126782,7.931026,-0.000537,
1.981670,0.830600,71.954436,33.042079,55.983762,8.470641,-0.000985,
1.990003,0.265597,74.981639,44.599060,62.864193,7.713143,-0.000264,
1.998337,0.860044,80.237649,51.747296,69.762970,6.735973,-0.000089,
2.006670,2.239571,83.873033,53.517978,73.423670,6.179631,-0.000822,
2.015003,6.569952,78.523711,51.271568,69.607100,5.644768,-0.001167,
2.023337,11.639915,67.633775,45.850766,60.645913,5.449794,-0.000947,
2.031670,14.321751,58.184641,38.121077,51.219813,6.123936,-0.000565,
2.040003,15.453767,50.705356,29.857488,42.639844,7.663100,-0.000200,
2.048337,16.487646,44.723543,22.975225,35.693352,9.980530,0.000003,
2.056670,18.221693,39.578862,18.805648,30.640876,12.579592,-0.000008,
2.065003,19.150469,33.958582,16.610812,25.888478,13.523423,0.000030,
2.073337,19.224722,28.354814,15.527631,21.417821,12.455762,0.000093,
2.081670,21.972782,26.749352,15.367351,20.811921,12.531642,-0.000451,
2.090003,27.450000,29.060000,16.100000,24.010000,14.168000,-0.001000,
2.098337,33.085194,32.042369,17.628559,28.055842,15.915660,-0.000530,
2.106670,35.706876,31.177848,19.398380,28.757847,16.794200,0.000416,
2.115003,36.043997,26.076670,20.982862,25.823872,16.598978,0.001008,
2.123337,39.194461,21.316947,22.267816,23.644784,15.931144,0.000639,
2.131670,45.451378,18.393544,23.489485,23.459688,15.918880,-0.000117,
2.140003,52.877289,16.605777,24.425438,24.232933,16.992475,-0.000265,
2.148337,62.352427,15.509105,23.363215,25.119002,17.334556,0.000309,
2.156670,75.634698,13.812569,20.330746,25.598359,17.042430,0.000984,
2.165003,94.445491,9.533655,17.608637,25.599492,18.681673,0.000561,
2.173337,114.120062,5.073228,14.961795,25.699918,20.930414,-0.000095,
2.181670,129.775528,3.399584,11.500478,26.557920,21.638624,0.000140,
2.190003,142.564829,4.041871,7.841323,28.353740,21.246192,0.000748,
2.198337,154.271593,6.169376,4.759052,31.217603,20.464463,0.001040,
2.206670,166.174965,8.968238,2.936161,35.139387,19.966012,0.000494,
2.215003,175.868935,11.763506,2.381335,39.095062,20.123141,-0.000185,
2.223337,181.435567,14.652393,3.187777,42.759310,20.494694,-0.000216,
2.231670,184.113804,18.688982,5.875842,47.383578,19.779356,0.000440,
2.240003,186.220000,23.640000,8.640000,52.570000,18.880000,0.001000,
2.248337,189.624177,28.262212,8.721908,56.697713,19.700012,0.000500,
2.256670,191.619438,31.919324,7.578907,59.301338,20.426146,-0.000138,
2.265003,190.911158,34.535854,6.930982,60.750324,19.637994,-0.000099,
2.273337,190.004169,36.650982,7.091883,62.134242,18.136375,0.000456,
2.281670,188.981841,38.611647,7.381541,63.438072,17.458421,0.000989,
2.290003,186.708038,40.514547,7.047348,64.159242,18.452251,0.001027,
2.298337,182.892986,41.914496,6.934953,64.267025,17.855699,0.001039,
2.306670,178.397400,42.669644,7.282729,63.951562,15.785117,0.001044,
2.315003,174.631499,43.095814,7.433065,63.478654,15.953496,0.000529,
2.323337,170.923812,43.651048,7.485454,63.067214,17.241948,-0.000011,
2.331670,166.434177,44.623955,7.729890,62.858430,17.123620,-0.000014,
2.340003,162.624511,45.561417,8.014619,62.797572,15.275995,-0.000082,
2.348337,159.951358,46.387794,8.294589,62.914115,13.309533,-0.000086,
2.356670,157.786096,47.425570,8.647255,63.325802,13.411141,0.000631,
2.365003,156.201718,48.820021,8.877729,64.067223,13.738544,0.000939,
2.373337,155.055274,50.529851,8.801292,65.000877,12.647986,0.000188,
2.381670,153.190429,52.324927,8.520984,65.757351,12.373862,0.000187,
2.390003,150.640000,54.240000,8.520000,66.570000,12.914000,0.001000,
2.398337,148.247079,56.564794,9.292703,68.032497,12.510644,0.001265,
2.406670,145.624953,59.625997,10.198873,70.027182,11.596708,0.000883,
2.415003,142.541931,63.377201,10.768620,72.274518,10.650413,0.000203,
2.423337,139.770579,67.022234,11.496167,74.578446,9.107517,-0.000195,
2.431670,137.596600,70.930540,12.304000,77.237305,7.804204,-0.000020,
2.440003,135.876256,75.856348,12.732817,80.572698,8.143783,0.000652,
2.448337,134.475923,80.346391,12.808171,83.518804,9.243258,0.001103,
2.456670,132.866430,83.853301,12.684104,85.628691,9.609577,0.001050,
2.465003,130.088193,87.718940,12.515461,87.721947,7.982019,0.000980,
2.473337,126.553550,91.674723,12.680617,89.847944,5.787257,0.001000,
2.481670,123.226820,94.787827,13.278540,91.584287,5.421941,0.000983,
2.490003,119.792947,97.765172,13.326585,92.971296,6.574530,0.001047,
2.498337,116.297909,100.948370,12.833193,94.272860,8.069970,0.001070,
2.506670,113.366553,104.026280,12.895427,95.856174,8.443944,0.000659,
2.515003,111.463420,106.739081,13.134998,97.484016,8.158201,-0.000257,
2.523337,110.423166,109.446295,12.702813,99.026484,7.980152,-0.001099,
2.531670,109.082749,113.589074,11.708151,101.293852,6.937382,-0.000475,
2.540003,107.143605,118.944136,10.434834,104.174669,5.747279,0.000930,
2.548337,105.137893,123.704051,9.254581,106.652573,6.646410,0.000596,
2.556670,101.810783,128.930723,8.649088,109.416822,7.921031,-0.000004,
2.565003,96.488934,135.439722,8.901989,113.020021,7.721997,0.000698,
2.573337,91.132616,141.154682,9.798939,116.305812,7.103228,0.001280,
2.581670,86.255296,144.118250,11.428268,118.019399,6.966273,0.001091,
2.590003,81.251402,143.324631,13.953195,117.379740,7.520555,0.000379,
2.598337,76.428030,141.570123,16.357654,116.040695,7.006076,-0.000122,
2.606670,72.673654,140.339889,17.705968,114.876836,5.133916,-0.000077,
2.615003,70.941878,137.657840,17.837960,112.617364,4.410263,0.000089,
2.623337,69.119563,135.030283,17.374810,110.128693,5.081314,-0.000013,
2.631670,64.294123,135.129234,17.338854,109.101514,5.799216,0.000149,
2.640003,59.040205,134.711896,18.175470,107.970840,6.230986,0.004211,
2.648337,55.095329,132.475172,19.530718,106.043308,6.571488,0.019551,
2.656670,51.254608,131.178104,20.252853,104.549151,7.283096,0.055022,
2.665003,46.490000,128.950000,20.380000,101.930000,7.708000,0.098000,
2.673337,40.327261,122.506380,20.678923,96.039958,7.173464,0.131126,
2.681670,33.736827,111.885479,22.479832,87.676485,6.966784,0.157162,
2.690003,27.437198,98.408228,25.774683,77.944737,8.078856,0.183488,
2.698337,21.518670,83.328210,29.561002,67.347363,10.616182,0.215068,
2.706670,15.498983,65.284384,34.449640,55.054218,13.502869,0.245086,
2.715003,9.571740,45.069843,40.787496,41.827626,15.712181,0.265223,
2.723337,6.491173,32.133914,46.461914,34.204937,17.636885,0.275878,
2.731670,7.068165,23.917089,51.806551,30.659764,19.448503,0.281984,
2.740003,10.077759,11.026846,58.246862,24.745442,21.108307,0.289533,
2.748337,12.236571,2.069284,60.986453,19.925273,23.485553,0.298533,
2.756670,11.879063,3.389908,56.816868,19.058958,27.180060,0.307455,
2.765003,11.542254,4.806890,49.782237,17.067028,31.602453,0.316275,
2.773337,11.839111,3.377086,43.192130,13.351648,35.331251,0.324288,
2.781670,11.962094,2.206979,38.391035,10.534995,37.222354,0.330662,
2.790003,12.500048,1.414785,33.825964,8.178307,39.043848,0.336376,
2.798337,13.135579,0.790333,28.895563,5.806112,42.265673,0.340714,
2.806670,11.789580,0.750727,25.781316,4.175882,46.329494,0.339676,
2.815003,11.191462,0.915324,24.148755,3.481966,49.457410,0.335506,
2.823337,14.301321,1.019678,22.656414,3.629755,50.476514,0.331548,
2.831670,18.349671,2.218171,20.781582,4.615518,51.145073,0.325813,
2.840003,21.108158,4.620658,18.970947,6.207270,52.815445,0.317923,
2.848337,22.758712,6.593353,18.587042,7.834384,55.198312,0.310691,
2.856670,23.310707,8.249730,18.729812,9.206221,56.914524,0.302185,
2.865003,22.867367,10.223807,18.261977,10.330703,57.035242,0.290550,
2.873337,22.236650,12.587645,17.923613,11.751621,57.082260,0.279764,
2.881670,21.607543,14.725634,17.725427,13.069210,58.148234,0.271375,
2.890003,20.662024,15.874250,16.941252,13.354119,59.923251,0.264145,
2.898337,19.737859,16.521417,15.796745,13.131468,60.412301,0.258720,
2.906670,18.839125,17.089634,14.581089,12.831104,59.127817,0.255692,
2.915003,17.183274,17.436913,13.356158,12.202046,58.743555,0.254819,
2.923337,15.239849,17.399544,12.381966,11.337413,59.149863,0.255004,
2.931670,14.230445,16.858408,11.964337,10.548204,57.992811,0.254904,
2.940003,13.112781,15.716881,11.753285,9.385800,56.472173,0.255141,
2.948337,11.283216,13.999959,11.635390,7.688013,55.740986,0.255897,
2.956670,9.941070,11.974388,12.176342,6.154964,55.206713,0.255759,
2.965003,9.320000,10.020000,13.040000,4.970000,53.992000,0.255000,
2.973337,8.989922,8.514560,13.467742,3.988592,51.574902,0.254802,
2.981670,8.817683,7.605846,13.472913,3.297681,49.022301,0.255293,
2.990003,8.541385,7.072437,13.206358,2.743118,46.963636,0.256425,
2.998337,7.754629,6.408588,12.775927,1.909379,45.052383,0.258232,
3.006670,7.290760,6.149312,12.606383,1.547844,42.995082,0.260455,
3.015003,7.722410,7.002428,12.852237,2.363380,40.817781,0.262442,
3.023337,7.217851,8.448957,12.621170,3.191030,39.057193,0.263208,
3.031670,5.809945,10.167132,11.940790,3.821632,37.545152,0.263601,
3.040003,5.363155,12.097291,11.749002,5.035433,35.410601,0.265872,
3.048337,5.304387,13.369057,12.020065,6.056450,32.109669,0.268634,
3.056670,4.612127,13.689687,12.365629,6.272263,27.901779,0.270196,
3.065003,3.964392,14.589477,12.749070,6.933838,24.122036,0.271985,
3.073337,3.877750,16.745349,13.190897,8.654107,21.861551,0.274746,
3.081670,4.454331,19.955760,13.641170,11.279898,21.255897,0.278163,
3.090003,5.495592,25.114714,13.587407,15.201718,19.493962,0.281922,
3.098337,6.433079,33.823613,12.719795,21.319476,15.603791,0.286769,
3.106670,6.240002,47.744102,11.589295,30.820757,13.629690,0.295292,
3.115003,4.951704,61.683387,12.611318,40.985029,12.476377,0.307632,
3.123337,3.221162,69.356036,17.991873,48.361453,9.557489,0.321999,
3.131670,1.477019,73.467038,26.251282,54.377020,8.071783,0.335932,
3.140003,0.215874,78.536399,35.138674,61.454320,9.068898,0.348561,
3.148337,0.143624,88.541484,42.385811,71.661816,9.965533,0.360853,
3.156670,3.015593,96.893324,47.413924,80.411840,9.113601,0.371763,
3.165003,9.381685,95.143956,49.598080,81.492639,6.903184,0.379680,
3.173337,14.138970,91.264145,45.044326,77.869853,7.265704,0.385674,
3.181670,16.217517,87.917335,36.283340,72.272458,9.823504,0.389640,
3.190003,18.055941,82.375702,29.669702,65.932422,11.290821,0.390442,
3.198337,21.423000,75.890044,24.198836,59.731903,12.268095,0.388019,
3.206670,26.276120,70.380440,18.545756,54.494059,13.552551,0.382781,
3.215003,30.089742,66.091091,15.903291,51.157536,13.594442,0.375147,
3.223337,33.633545,64.069876,16.010513,50.540429,12.702234,0.364946,
3.231670,39.180226,64.759288,16.289350,52.397519,12.563208,0.351546,
3.240003,42.786851,61.790343,17.734176,51.674026,13.609117,0.334321,
3.248337,42.541156,52.033325,20.720019,45.845346,14.829063,0.312819,
3.256670,42.357812,40.105301,23.147987,38.240495,14.068621,0.287145,
3.265003,46.367863,30.029114,23.924323,32.219191,12.985510,0.260911,
3.273337,57.102847,24.324482,22.893078,30.088566,14.594793,0.237828,
3.281670,68.844706,21.197747,20.971820,29.665186,15.744176,0.209822,
3.290003,79.029492,18.739203,18.713987,29.236896,14.733003,0.173770,
3.298337,94.373784,17.210509,15.540348,30.252756,15.395271,0.140546,
3.306670,115.282090,15.567542,11.621513,32.118829,17.204702,0.112110,
3.315003,137.220950,12.498934,7.693164,33.180261,17.122521,0.085025,
3.323337,155.849721,10.145594,4.362850,34.268844,15.981493,0.063290,
3.331670,169.620231,9.827207,1.893583,36.100475,15.008916,0.048145,
3.340003,180.309199,10.658177,0.261068,38.416761,14.452871,0.035066,
3.348337,188.491143,12.571196,0.141135,41.577724,14.220155,0.023221,
3.356670,194.442579,15.417506,1.896602,45.690038,14.155292,0.013318,
3.365003,199.134031,17.934902,4.421548,49.601166,14.208256,0.005799,
3.373337,203.644606,19.666596,6.990374,52.928333,14.086084,0.001219,
3.381670,208.559969,20.869434,9.243476,55.845328,13.604437,-0.000133,
3.390003,211.956015,21.586904,10.305112,57.570705,14.139410,0.000070,
3.398337,212.245377,21.923306,10.204522,57.827029,15.799743,0.000115,
3.406670,210.090999,22.224250,10.898739,57.847058,15.516579,-0.000458,
3.415003,206.236910,22.554513,12.178222,57.759688,13.707150,-0.000997,
3.423337,201.123687,22.757380,12.705342,56.984387,12.761920,-0.000550,
3.431670,194.122401,22.520993,13.297601,55.492810,12.476033,0.000071,
3.440003,184.921442,21.797258,14.720499,53.500553,12.135490,0.000055,
3.448337,174.738566,21.207303,15.975757,51.317806,11.965100,-0.000036,
3.456670,164.609674,20.935803,16.941888,49.256756,12.054465,0.000004,
3.465003,155.123383,20.928348,18.029152,47.576254,12.086188,0.000030,
3.473337,146.322567,21.523536,18.886424,46.390163,11.077287,-0.000044,
3.481670,138.593276,22.797197,19.331776,45.765095,9.540480,-0.000041,
3.490003,132.690414,24.437564,19.588448,45.731233,9.563997,0.000426,
3.498337,127.990156,26.481892,19.809590,46.239752,9.815951,0.001018,
3.506670,123.506267,29.037136,20.070073,47.180437,8.559931,0.001198,
3.515003,118.988565,31.916831,20.308350,48.335894,7.644040,0.000776,
3.523337,114.826452,34.715011,20.533331,49.506487,7.946787,0.000086,
3.531670,111.962854,36.955082,20.825003,50.599715,7.928899,-0.000060,
3.540003,110.382123,39.271149,20.726057,51.873653,6.906795,-0.000019,
3.548337,109.510159,42.232172,20.212615,53.595182,5.355315,-0.000117,
3.556670,108.597861,45.298778,20.523875,55.730011,4.994991,0.000390,
3.565003,107.520000,48.370000,21.360000,58.050000,5.428000,0.001000,
3.573337,106.636509,51.774890,21.514476,60.362942,4.887514,0.000551,
3.581670,106.045457,55.615445,21.918556,63.158133,3.869366,-0.000074,
3.590003,105.428907,60.093140,23.041080,66.710711,3.291299,-0.000074,
3.598337,103.758324,65.708005,23.214995,70.454290,3.668428,0.000031,
3.606670,101.210408,71.764759,22.922268,74.123068,4.493674,0.000001,
3.615003,99.003869,76.745735,24.109832,77.702956,4.581159,-0.000004,
3.623337,97.497476,80.690818,24.965252,80.555847,3.827666,-0.000003,
3.631670,96.740359,83.666043,24.374848,82.280871,2.872221,-0.000007,
3.640003,96.698718,85.326015,23.376785,83.049894,2.752826,0.000030,
3.648337,97.207494,86.692928,21.408882,83.326547,3.009186,-0.000024,
3.656670,97.393906,89.387459,18.132262,83.941286,2.863125,-0.000157,
3.665003,94.841276,94.549244,16.165516,86.262715,2.865730,0.000239,
3.673337,89.413989,102.113562,16.274894,90.532360,3.114680,0.000951,
3.681670,84.338515,110.368373,16.148539,95.278383,2.890139,0.000637,
3.690003,79.971379,117.341995,16.147380,99.317093,2.913758,-0.000035,
3.698337,75.361928,121.757576,17.502766,102.032187,3.804455,0.000043,
3.706670,71.306459,124.490564,18.880704,103.665292,3.458780,-0.000344,
3.715003,67.775716,126.330386,20.035747,104.675925,2.767488,-0.000989,
3.723337,64.121033,127.617483,21.759286,105.503127,4.562339,-0.000522,
3.731670,61.704121,128.380903,23.218227,106.122559,5.751812,0.000126,
3.740003,60.668968,128.313902,23.943820,106.146218,4.347571,0.000090,
3.748337,58.170835,126.793404,24.968704,104.920386,3.474314,-0.000045,
3.756670,54.299782,124.297188,26.481504,102.889560,3.915043,-0.000011,
3.765003,51.673028,122.168277,27.811569,101.327627,4.128976,0.000039,
3.773337,49.604923,120.418201,28.735533,99.989901,4.722973,-0.000042,
3.781670,47.113457,118.693179,29.137306,98.352195,5.724859,-0.000087,
3.790003,44.987715,116.940936,28.827901,96.485986,4.878025,0.000476,
3.798337,42.719764,114.865101,28.393033,94.304008,3.259037,0.001004,
3.806670,39.348443,112.128075,28.424074,91.586627,3.202974,0.000529,
3.815003,35.250482,108.741723,28.024786,88.065578,4.375297,-0.000532,
3.823337,30.744774,103.417473,27.368250,82.957417,5.857851,-0.001082,
3.831670,25.802008,93.752175,27.977504,75.146796,6.875851,-0.000009,
3.840003,20.601814,79.863475,30.423843,65.005021,7.611524,0.001028,
3.848337,15.559145,63.974833,34.306624,54.068697,8.652108,0.000378,
3.856670,11.427203,50.730169,37.878178,45.108398,10.472044,-0.000198,
3.865003,8.374431,41.102504,40.823292,38.726884,12.678802,-0.000052,
3.873337,6.243429,32.631679,44.207190,33.568336,14.370269,0.000059,
3.881670,6.754177,23.603683,48.638696,29.040930,16.470567,-0.000050,
3.890003,9.977686,14.323325,53.762178,25.228831,19.675460,-0.000119,
3.898337,11.943575,7.580510,57.989746,22.580168,22.857549,0.000294,
3.906670,11.593754,4.542395,58.014480,20.319910,25.542798,0.000979,
3.915003,10.743054,4.273694,50.861863,16.949162,28.086185,0.001217,
3.923337,10.191621,4.244780,41.875210,13.053639,31.086836,0.000829,
3.931670,10.109162,3.125092,35.593990,9.604454,34.611875,0.000130,
3.940003,10.148468,2.364078,30.940117,7.118295,37.788070,-0.000081,
3.948337,10.280107,2.332871,26.853972,5.418231,40.811245,0.000004,
3.956670,10.511538,2.641060,23.016329,4.095107,44.298769,-0.000121,
3.965003,10.037655,2.952088,21.043241,3.389006,47.693871,0.000372,
3.973337,9.429140,3.147314,20.494914,3.158003,50.758682,0.001078,
3.981670,10.699702,3.339919,18.479047,2.741831,53.863163,0.000137,
3.990003,12.616382,3.878799,16.338802,2.671792,55.948766,-0.001040,
3.998337,12.953676,4.939677,16.596545,3.617817,56.295696,-0.000394,
4.006670,12.460348,5.853664,17.559434,4.563969,57.520993,0.000203,
4.015003,11.967598,6.382203,18.008759,5.020038,60.102075,0.000050,
4.023337,11.880968,6.759630,17.838773,5.202437,62.335843,-0.000044,
4.031670,12.209280,7.019151,17.518042,5.331043,63.874406,0.000008,
4.040003,12.506720,7.177084,17.402355,5.464213,64.686736,0.000008,
4.048337,11.811561,7.437166,17.012881,5.333059,63.955180,-0.000003,
4.056670,10.583897,7.668014,16.197768,4.882061,62.888269,-0.000000,
4.065003,10.241578,7.509828,15.248963,4.291038,63.754436,0.000001,
4.073337,10.153460,7.112397,14.579587,3.700788,64.495267,-0.000000,
4.081670,9.588110,6.674697,14.458397,3.206577,63.478330,-0.000000,
4.090003,9.003628,6.171079,14.699822,2.820492,63.031748,0.000000,
4.098337,8.403296,5.852764,14.756557,2.487284,62.985113,0.000000,
4.106670,7.508929,5.981231,14.140745,2.115788,61.508603,-0.000001,
4.115003,7.102020,5.663038,13.795450,1.647274,60.510538,0.000001,
4.123337,7.374027,4.591030,14.053162,1.049851,60.481171,0.000002,
4.131670,7.275079,3.777941,13.838258,0.352450,58.463428,-0.000008,
4.140003,6.872601,3.599160,13.519926,-0.001648,55.246160,0.000005,
4.148337,6.717248,3.882333,13.826917,0.300550,53.017542,0.000044,
4.156670,6.594916,4.216682,13.795889,0.501112,50.884895,-0.000056,
4.165003,6.386302,4.362821,13.404996,0.389357,48.514390,-0.000092,
4.173337,6.307825,4.407953,14.301277,0.780504,47.099735,0.000576,
4.181670,6.319966,4.350229,15.571999,1.279234,45.923574,0.000981,
4.190003,6.208018,4.368417,15.644133,1.298834,43.571069,0.000229,
4.198337,5.684491,5.357359,15.160320,1.691197,39.733885,0.000177,
4.206670,4.939228,7.481604,14.816147,2.908094,35.209255,0.000928,
4.215003,4.523477,10.076228,14.876145,4.700483,31.502402,0.000638,
4.223337,3.962162,12.493332,14.994670,6.359321,28.787542,-0.000176,
